componentSlug,componentName,componentId,variant,variantNote,fieldName,fieldValue
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend Second.usda,3 field changes,enableBlend,1
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend Second.usda,3 field changes,iblBlend,@../cayley_lookout_2k.hdr@
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,isGlobalIBL,0
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,ibl,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,enableRotation,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,intensityExponent,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,blendIBLsFactor,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,blendMode,"""blend"""
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,enableBlend,1
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Blend.usda,2 field changes,iblBlend,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,isGlobalIBL,0
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,ibl,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,enableRotation,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,intensityExponent,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,blendIBLsFactor,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,blendMode,"""none"""
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,enableBlend,0
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode None.usda,2 field changes,iblBlend,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,isGlobalIBL,0
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,ibl,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,enableRotation,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,intensityExponent,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,blendIBLsFactor,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,blendMode,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,enableBlend,omitted
image-based-light-component,ImageBasedLightComponent,RealityKit.ImageBasedLight,Mode Single.usda,Baseline or equivalent state,iblBlend,omitted
